sourceId,destinationId,rel
71085009,85904008,is-a
71086005,57781000,is-a
71120004,128945009,is-a
71186008,85915003,is-a
7119001,95329006,is-a
71192002,265764009,is-a
71194001,106703000,is-a
7120007,106181007,is-a
71268004,53932007,is-a
71268004,115078004,is-a
71273005,107963000,is-a
71286001,48522003,is-a
71326001,15197002,is-a
71329008,175818007,is-a
71369009,16177004,is-a
71420008,252076005,is-a
71456006,32497008,is-a
71517003,86236002,is-a
71517003,250369001,is-a
71530002,74040009,is-a
71568000,8855009,is-a
71571008,68843000,is-a
71583005,25374005,is-a
71588001,118878002,is-a
71620000,46866001,is-a
7163005,41368006,is-a
71642004,118945008,is-a
71648000,112808008,is-a
71657006,118871008,is-a
71728002,89166001,is-a
71735005,112879001,is-a
71740002,4804005,is-a
71772004,128526009,is-a
7180009,15758002,is-a
7180009,39367000,is-a
71831005,19598007,is-a
71831005,352818000,is-a
71851009,126765001,is-a
71851009,29384001,is-a
71884009,29857009,is-a
71892000,85232009,is-a
71908006,44103008,is-a
71908006,40593004,is-a
71912000,82403002,is-a
71912000,128284006,is-a
71922006,106182000,is-a
71938000,71638002,is-a
71938000,236714000,is-a
71959007,64161004,is-a
71966008,127856007,is-a
7199000,78572006,is-a
7199000,23853001,is-a
72000004,85670002,is-a
72001000,48566001,is-a
72001000,281244004,is-a
72007001,52182008,is-a
72011007,60573004,is-a
72011007,19036004,is-a
72011007,12023003,is-a
72042002,48340000,is-a
72047008,355208009,is-a
72073003,118931002,is-a
72086007,107884009,is-a
72092001,359557001,is-a
72093006,49083007,is-a
72124005,68633000,is-a
72208004,118899004,is-a
72211003,45913009,is-a
72221006,113091000,is-a
72275000,63198006,is-a
72284000,82545002,is-a
72292009,60600009,is-a
72292009,4160001,is-a
72310004,176546008,is-a
72352009,253609009,is-a
72353004,277132007,is-a
72366004,231520001,is-a
72533002,65275009,is-a
72535009,205460009,is-a
72605008,53277000,is-a
72627004,106199004,is-a
72756009,6574001,is-a
72758005,68982002,is-a
72758005,17769000,is-a
72820004,4223005,is-a
7284008,89309003,is-a
72845001,252360009,is-a
72855002,95473006,is-a
72866009,128060009,is-a
72893007,128192007,is-a
72893007,3548001,is-a
72900001,363080007,is-a
72900001,254589009,is-a
72909000,259672007,is-a
72909000,7120007,is-a
72925005,235903001,is-a
72934000,240706001,is-a
72934000,237091009,is-a
72965009,64226004,is-a
73004004,118948005,is-a
73064001,10649000,is-a
73067008,67362008,is-a
73067008,4240001,is-a
73091004,302752001,is-a
73097000,29212009,is-a
73120006,52182008,is-a
73132005,118939000,is-a
73160007,48475001,is-a
73173006,62914000,is-a
73198007,314042000,is-a
7321000,301451006,is-a
73211009,126877002,is-a
73220000,360769001,is-a
73237007,18643000,is-a
73312000,112639008,is-a
73365007,83038001,is-a
73391008,63339007,is-a
73397007,19307009,is-a
73430006,1023001,is-a
73438004,160895006,is-a
73457008,50517009,is-a
73495003,76349003,is-a
73495003,85102008,is-a
73495003,127324008,is-a
73543008,119283008,is-a
73544002,118798003,is-a
73573004,928000,is-a
7358000,41368006,is-a
73583000,35185008,is-a
73590005,57182000,is-a
736004,315596001,is-a
7367000,118694006,is-a
73694008,116631008,is-a
73730005,240523007,is-a
73730005,3303004,is-a
73735000,108261007,is-a
73744004,118200004,is-a
73757007,57534004,is-a
73759005,107938000,is-a
73759005,82764005,is-a
73761001,6019008,is-a
73761001,118839001,is-a
73762008,9826008,is-a
73762008,109263003,is-a
73762008,128296004,is-a
73765005,73013002,is-a
73787001,23513009,is-a
73795002,57054005,is-a
73817000,71207007,is-a
73817000,85983004,is-a
73820008,64910008,is-a
73861008,52182008,is-a
73869005,57777000,is-a
73869005,237569006,is-a
73871005,128524007,is-a
73893000,187192000,is-a
73893000,82353009,is-a
73917004,7011001,is-a
7393007,201060008,is-a
73943003,128332003,is-a
73962000,75100008,is-a
73975000,86075001,is-a
73975000,234454002,is-a
73990001,47724003,is-a
74012004,4184009,is-a
74015002,24417004,is-a
74016001,118713006,is-a
74021003,6374002,is-a
7403002,106236003,is-a
74042001,86049000,is-a
74108008,57134006,is-a
74118003,66523006,is-a
74142004,72366004,is-a
74146001,120173009,is-a
74181004,281623008,is-a
74185008,89627008,is-a
74251004,118745001,is-a
7429002,115222007,is-a
74323005,102556003,is-a
74333002,95418008,is-a
74333002,230322000,is-a
74336005,127945006,is-a
7436001,19829001,is-a
74387008,78436002,is-a
74390002,16797001,is-a
74400008,302168000,is-a
74400008,18526009,is-a
74450001,75598001,is-a
74500006,122444009,is-a
74506000,224965009,is-a
74506000,365574009,is-a
74532006,86049000,is-a
74532006,115240006,is-a
7457009,17097001,is-a
7457009,62994001,is-a
74576004,302215000,is-a
74580009,112922009,is-a
74598008,196341005,is-a
74616000,46242002,is-a
74616000,32457005,is-a
74628008,90668006,is-a
74703006,85995004,is-a
74703006,111577008,is-a
74732009,64572001,is-a
74741004,107337000,is-a
74770008,86481000,is-a
74774004,238506004,is-a
74809003,118706006,is-a
74822006,106227002,is-a
74848003,86084001,is-a
74851005,91388009,is-a
7486007,46421001,is-a
74895004,231939004,is-a
74911008,95324001,is-a
74919005,25341005,is-a
74919005,51794008,is-a
74923002,128927009,is-a
74925009,51083003,is-a
74934004,11387009,is-a
74943008,118694006,is-a
74947009,115669006,is-a
74964007,106234000,is-a
74966009,129254006,is-a
74971002,107949006,is-a
74971002,118842007,is-a
74980002,123859001,is-a
75006000,74942003,is-a
75032006,106544002,is-a
75047002,928000,is-a
75047002,129565002,is-a
75053002,128482007,is-a
75059003,106570001,is-a
75088002,47252008,is-a
75088002,249275009,is-a
75119003,27916005,is-a
75129005,304592003,is-a
75129005,119188008,is-a
7513007,201049004,is-a
75140002,116312005,is-a
75140002,116307009,is-a
75148009,56098000,is-a
75148009,302768007,is-a
75150001,90708001,is-a
75166004,104410005,is-a
75198005,29384001,is-a
7521001,2492009,is-a
75221004,32675000,is-a
7523003,128135006,is-a
75260002,10890000,is-a
7527002,53932007,is-a
7527002,115071005,is-a
75306008,121852004,is-a
75331009,3978000,is-a
75331009,128091003,is-a
75372006,11851006,is-a
75372006,70320004,is-a
75375008,55184003,is-a
75408008,106131003,is-a
75451007,40108008,is-a
75478009,64572001,is-a
75498004,15805002,is-a
75540009,106234000,is-a
75540009,272520006,is-a
75543006,62914000,is-a
75543006,312592009,is-a
75570004,312342009,is-a
7557006,122446006,is-a
75572007,42345000,is-a
75598001,105593004,is-a
75614007,128473001,is-a
7562007,303859008,is-a
75630004,41888000,is-a
75675001,42075002,is-a
75675001,7433009,is-a
75694006,363169009,is-a
75694006,3855007,is-a
75726005,235918000,is-a
75726005,39621005,is-a
7573000,78548001,is-a
7573000,85995004,is-a
7573000,68528007,is-a
7576008,303827001,is-a
75777003,44719008,is-a
75787004,118908002,is-a
75789001,95324001,is-a
758002,12337004,is-a
75803007,64531003,is-a
75828004,304257007,is-a
75828004,259669000,is-a
75830002,62255008,is-a
75879005,128052008,is-a
75914009,3898006,is-a
75914009,127578009,is-a
75922002,21905007,is-a
75922002,282039003,is-a
75935006,173171007,is-a
75955007,70153002,is-a
75962003,64309007,is-a
75972000,106544002,is-a
76046001,33958003,is-a
76047005,363169009,is-a
76069003,88230002,is-a
76126009,200751004,is-a
76145000,34896006,is-a
76145000,122458006,is-a
76149006,95868006,is-a
76169001,85670002,is-a
76197007,57697001,is-a
7620006,302168000,is-a
76257003,29375001,is-a
76267008,368009,is-a
76272004,8098009,is-a
76272004,41116009,is-a
76281005,235856003,is-a
76314005,75934005,is-a
76318008,68172002,is-a
76327009,112277009,is-a
7634006,226083002,is-a
76349003,60342002,is-a
76376003,12337004,is-a
76376003,26681001,is-a
76388001,55930002,is-a
76402003,128129006,is-a
76403008,106726007,is-a
76441001,75084000,is-a
76441001,36923009,is-a
76498008,276477006,is-a
7653001,364812001,is-a
76571007,27942005,is-a
76580007,116360008,is-a
76581006,39621005,is-a
76581006,82403002,is-a
76609004,122446006,is-a
76616003,111590001,is-a
76618002,236647003,is-a
76623002,85904008,is-a
76627001,59277005,is-a
76641005,85919009,is-a
76670001,240048000,is-a
767002,88308000,is-a
7671008,65553006,is-a
76735009,73632009,is-a
76742009,76498008,is-a
76746007,55574009,is-a
76783007,128294001,is-a
76783007,128241005,is-a
76795007,66071002,is-a
76795007,57412004,is-a
7683005,107836000,is-a
7683005,30904006,is-a
76844004,10443009,is-a
76853006,56459004,is-a
7687006,77493009,is-a
76879002,118884004,is-a
76886005,128192007,is-a
76902006,276202003,is-a
76913009,118705005,is-a
76916001,67531005,is-a
76933008,78621006,is-a
76953007,111359004,is-a
76953007,50257008,is-a
76970004,230984006,is-a
76976005,77157004,is-a
76981001,241191001,is-a
77012006,32457005,is-a
77031000,122444009,is-a
77038006,10893003,is-a
7704007,334251007,is-a
7704007,16349000,is-a
77075001,84494001,is-a
77090002,86142006,is-a
77100009,119983003,is-a
77140003,48333001,is-a
77157004,54767005,is-a
77165001,262890007,is-a
77224008,67531005,is-a
77225009,32230006,is-a
77248004,169443000,is-a
77252004,34630004,is-a
77309002,87172008,is-a
77329001,366141005,is-a
77333008,83341004,is-a
77352002,106544002,is-a
77377001,41116009,is-a
77386006,118185001,is-a
774007,70104002,is-a
77406008,11429006,is-a
77416000,106126000,is-a
77437008,81060008,is-a
77437008,24813008,is-a
77480004,4711003,is-a
77485009,108257001,is-a
77489003,40787005,is-a
77506005,78940002,is-a
77507001,60700002,is-a
77507001,44057004,is-a
77532004,21970003,is-a
77532004,8358003,is-a
77543007,70751009,is-a
77545000,128292002,is-a
77545000,45007003,is-a
77547008,36427004,is-a
7757008,243328000,is-a
77575005,21095000,is-a
77588008,83208000,is-a
77658008,118677009,is-a
77668003,233785003,is-a
77674003,12184005,is-a
77675002,56882008,is-a
7769000,56459004,is-a
77692006,44186003,is-a
77701002,82354003,is-a
77708008,64910008,is-a
7771000,106233006,is-a
7771000,182353008,is-a
77783001,51936002,is-a
7780000,52182008,is-a
77820007,252294009,is-a
77830003,10132008,is-a
77854008,42571002,is-a
77881008,50927007,is-a
77881008,76069003,is-a
77919000,13266007,is-a
77919000,15805002,is-a
7792000,36813001,is-a
77920006,7159003,is-a
7793005,41368006,is-a
7794004,128283000,is-a
7794004,128293007,is-a
7794004,568005,is-a
77949003,73013002,is-a
77957000,365977007,is-a
77971008,17657000,is-a
77978002,70195006,is-a
77993003,77588008,is-a
78004001,72366004,is-a
78014005,38922008,is-a
78104003,116336009,is-a
78107005,106672000,is-a
78129009,302873008,is-a
78133002,9121000,is-a
78144005,19829001,is-a
7815009,85502002,is-a
78164000,289156007,is-a
78181009,61419001,is-a
78267003,91388009,is-a
78275009,111489007,is-a
78318003,63332003,is-a
78318003,162673000,is-a
78361000,1912002,is-a
78370002,128295000,is-a
78387000,66466001,is-a
78403003,44695005,is-a
78420004,55184003,is-a
78429003,307374004,is-a
78436002,10893003,is-a
78455002,63102001,is-a
7847004,90678009,is-a
78516000,65354004,is-a
78548001,75934005,is-a
78558002,19776001,is-a
78559005,118703003,is-a
78579002,118849003,is-a
78622004,237786003,is-a
78623009,28783002,is-a
78626001,128121009,is-a
78636009,19209005,is-a
78648007,313424005,is-a
78648007,129840009,is-a
78667006,35489007,is-a
78689005,128283000,is-a
78715003,239961006,is-a
78723001,40122008,is-a
78732004,118718002,is-a
78737005,36971009,is-a
78737005,105973004,is-a
78754002,76581006,is-a
78768009,21117005,is-a
78791008,85562004,is-a
7881005,197456007,is-a
78812008,34095006,is-a
78818007,297971001,is-a
78868004,232254004,is-a
78882004,250330007,is-a
78918006,122944000,is-a
7894007,107675007,is-a
78948009,10890000,is-a
78951002,33468001,is-a
78974003,37657006,is-a
78981005,115109005,is-a
78989007,7894007,is-a
78999002,3218000,is-a
79007002,312435005,is-a
79011008,32813003,is-a
79015004,106131003,is-a
79015004,83507006,is-a
7903009,53602002,is-a
7903009,41483000,is-a
7903009,239027006,is-a
79063001,251880004,is-a
7908000,107936001,is-a
7908000,118835007,is-a
79092002,303776003,is-a
79095000,65801008,is-a
79099006,64226004,is-a
79104007,104936007,is-a
7916009,45600000,is-a
7916009,82782008,is-a
79172007,313398001,is-a
79191007,73573004,is-a
792004,20484008,is-a
79203009,44132006,is-a
79206001,162673000,is-a
79231000,60046008,is-a
79235009,38324000,is-a
79256006,91019004,is-a
79410001,128353007,is-a
79410001,193570009,is-a
79411002,128482007,is-a
79411002,9713002,is-a
79471008,15188001,is-a
79479005,16146001,is-a
79479005,55735004,is-a
795002,106233006,is-a
795002,272425003,is-a
79509009,7793005,is-a
79516005,303820004,is-a
79519003,4605009,is-a
79537002,118681009,is-a
79562002,244640002,is-a
79584002,13746004,is-a
79604008,118946009,is-a
79604008,362965005,is-a
79607001,89166001,is-a
79607001,62484002,is-a
79615003,7780000,is-a
79619009,44241007,is-a
79619009,11851006,is-a
79632004,15440009,is-a
79633009,50582007,is-a
79654002,107666005,is-a
79688008,50043002,is-a
7970006,313031000,is-a
79740000,78048006,is-a
79760008,303927002,is-a
79782001,87642003,is-a
79787007,119292006,is-a
79787007,118948005,is-a
79827002,46196009,is-a
79876008,118864003,is-a
79876008,21371007,is-a
79879001,366236007,is-a
79883001,5552004,is-a
79886009,45744005,is-a
79890006,289162002,is-a
799008,46040000,is-a
79909001,115987006,is-a
79915001,359752005,is-a
79915001,105721009,is-a
7992005,314067002,is-a
79922009,83132003,is-a
79955004,83291003,is-a
79962008,266434009,is-a
79966006,118864003,is-a
7998009,55308005,is-a
79984008,26107004,is-a
79990007,52515009,is-a
80003002,233618000,is-a
80034003,66383009,is-a
80056000,7894007,is-a
80068009,300888008,is-a
80083004,86480004,is-a
80098002,279982005,is-a
80098002,76349003,is-a
8011004,106170009,is-a
80113008,362973001,is-a
80119007,44730006,is-a
80126007,40739000,is-a
80126007,87522002,is-a
80141007,38292009,is-a
80144004,108371006,is-a
80146002,8613002,is-a
8015008,844005,is-a
80152001,74040009,is-a
80182007,248965005,is-a
80183002,84677008,is-a
80183002,10132008,is-a
80227005,82579001,is-a
80257001,10509002,is-a
80281008,109549008,is-a
80313002,366182005,is-a
8032007,72292009,is-a
80329005,127791007,is-a
80353004,80967001,is-a
80382003,41175001,is-a
80384002,123863008,is-a
80394007,126877002,is-a
80402001,233433004,is-a
8041002,4985009,is-a
80423007,36118008,is-a
80437003,118928003,is-a
80449002,106030000,is-a
80466000,56688005,is-a
80490004,36480000,is-a
80495009,270487001,is-a
80495009,247962006,is-a
80515008,235856003,is-a
80529009,893000,is-a
80556006,55284006,is-a
80593000,116336009,is-a
80598009,298179002,is-a
80600003,15805002,is-a
80629001,177015007,is-a
80640009,32362007,is-a
80641008,37831005,is-a
80654001,48661000,is-a
80690008,23853001,is-a
80690008,362975008,is-a
807005,70586009,is-a
80711002,4306003,is-a
80736008,5964004,is-a
80742007,28181007,is-a
80742007,122472002,is-a
80744008,6141006,is-a
80767005,269080004,is-a
80768000,31156008,is-a
80768000,53120007,is-a
80779005,70586009,is-a
80805005,304370001,is-a
80825009,47147007,is-a
80849007,237834000,is-a
80874005,122445005,is-a
80875006,14514008,is-a
80897008,7527002,is-a
80917008,35331000,is-a
80932001,67175002,is-a
80935004,50582007,is-a
80960004,83436008,is-a
80967001,46557008,is-a
81000006,20848007,is-a
81004002,88415009,is-a
81042008,48522003,is-a
81042008,128124001,is-a
81060008,126765001,is-a
81060008,85919009,is-a
81075000,60046008,is-a
81099000,55705006,is-a
81120009,85919009,is-a
81125004,87696004,is-a
81125004,68226007,is-a
8114009,63532004,is-a
81270000,26033009,is-a
81270000,85975005,is-a
81271001,200973000,is-a
81308009,118934005,is-a
81308009,23853001,is-a
81318004,64226004,is-a
81325006,41146007,is-a
81372006,68688001,is-a
814007,55284006,is-a
81405006,105616000,is-a
81415000,107682006,is-a
81418003,43116000,is-a
81435004,250865004,is-a
8148005,84178004,is-a
81498004,118935006,is-a
81512004,2775001,is-a
81543006,22361007,is-a
81564005,21186006,is-a
81564005,80327007,is-a
81573002,105969002,is-a
81659004,116367006,is-a
81711008,4854004,is-a
81793007,20948006,is-a
81793007,367506006,is-a
81817003,47040006,is-a
81827009,118598001,is-a
81870009,234937001,is-a
81870009,58456002,is-a
8189008,80855002,is-a
81902001,54888009,is-a
81905004,88878007,is-a
8191000,243404003,is-a
8191000,115197001,is-a
81934005,6971002,is-a
81935006,15863006,is-a
81935006,248539004,is-a
81937003,303874005,is-a
81939000,38864007,is-a
81950002,9067002,is-a
81950002,69244009,is-a
8196005,250340005,is-a
81966000,75857000,is-a
8205005,307113009,is-a
82065001,208388003,is-a
82094008,321667001,is-a
367651003,108369006,is-a
82119001,363171009,is-a
82119001,14304000,is-a
8214000,247479008,is-a
82169009,72696002,is-a
82169009,32153003,is-a
8217007,66074005,is-a
82203000,65094009,is-a
82236004,41345002,is-a
82236004,4996001,is-a
82236004,254117007,is-a
82271004,118934005,is-a
82272006,281794004,is-a
82314000,49083007,is-a
82343008,104410005,is-a
82346000,230746009,is-a
82346000,4088009,is-a
82353009,66091009,is-a
82380002,85919009,is-a
82380002,33334006,is-a
82403002,105997008,is-a
82406005,68233007,is-a
82408006,366342008,is-a
82423001,22253000,is-a
8244002,88810008,is-a
82457009,83729008,is-a
82458004,123657001,is-a
82458004,79619009,is-a
82461003,3413006,is-a
82461003,252294009,is-a
82473003,72274001,is-a
82495004,52324001,is-a
82542004,55855009,is-a
82545002,116224001,is-a
82565009,88878007,is-a
82565009,259428003,is-a
8257005,38082009,is-a
82579001,281706009,is-a
82612009,78361000,is-a
82619000,43075005,is-a
8262006,30144000,is-a
82639001,106002000,is-a
82649003,39021009,is-a
82711006,115218002,is-a
82711006,86049000,is-a
82764005,118833000,is-a
82789004,128482007,is-a
82832008,118222006,is-a
82852009,32895009,is-a
82874003,118839001,is-a
82874003,41141002,is-a
82886000,359812000,is-a
82886000,314067002,is-a
82893001,51244008,is-a
82945006,243615000,is-a
82962001,814007,is-a
82962001,74040009,is-a
82966003,41291007,is-a
82994006,238111008,is-a
82994006,44779003,is-a
82996008,48176007,is-a
82999001,1386000,is-a
83035003,60046008,is-a
83038001,123955006,is-a
8304007,1980003,is-a
83045001,41146007,is-a
83059008,105789008,is-a
83074005,289203002,is-a
83074005,77386006,is-a
83128009,300474003,is-a
83132003,21522001,is-a
83198001,14872005,is-a
8322005,119883002,is-a
83223005,34014006,is-a
83225003,13746004,is-a
83227006,240345009,is-a
83264000,53648006,is-a
83264000,118946009,is-a
83264000,240107001,is-a
83271005,7457009,is-a
83275001,63102001,is-a
83319004,4804005,is-a
83330001,297218007,is-a
83336007,262787008,is-a
83351003,4473006,is-a
83351003,232284007,is-a
83366000,10132008,is-a
83367009,11387009,is-a
83412009,299709002,is-a
83414005,271737000,is-a
83436008,128945009,is-a
83469008,237597000,is-a
835009,115246000,is-a
83507006,55956009,is-a
83514008,8745002,is-a
83536006,63339007,is-a
83551002,78455002,is-a
83561009,76107001,is-a
83568003,106239005,is-a
8357008,365965002,is-a
8358003,363272006,is-a
83599002,30706000,is-a
83627000,69047008,is-a
8363004,118706006,is-a
83649006,106176003,is-a
83678007,280369009,is-a
83679004,122445005,is-a
83729008,122446006,is-a
83731004,129234005,is-a
83765003,106126000,is-a
83781008,67331009,is-a
83836003,52515009,is-a
83883001,72083004,is-a
83890006,33449004,is-a
83898004,16063004,is-a
83898004,11851006,is-a
83901003,81573002,is-a
83932002,17745004,is-a
83938003,312584000,is-a
83942000,128482007,is-a
83942000,62950007,is-a
83943005,248012001,is-a
83950009,86049000,is-a
84017003,10597006,is-a
84017003,363169009,is-a
84027009,49472006,is-a
84028004,363072000,is-a
84071008,118470002,is-a
84073006,106830004,is-a
84100007,108217004,is-a
84114007,105981003,is-a
84116009,57182000,is-a
84124004,16121001,is-a
84130004,74040009,is-a
8414002,89488007,is-a
84146007,361237004,is-a
84149000,112963003,is-a
84167007,304691001,is-a
84167007,301894008,is-a
84178004,59698003,is-a
84195007,11466000,is-a
84200003,303814000,is-a
84200003,129118002,is-a
8420001,56757003,is-a
84209002,44376007,is-a
84227004,304601009,is-a
84229001,359752005,is-a
84229001,105721009,is-a
84282008,70751009,is-a
84296002,93032003,is-a
84334000,52229009,is-a
84334000,69257001,is-a
84353005,88415009,is-a
84374006,63987006,is-a
84384007,106176003,is-a
84387000,365275006,is-a
84387000,82832008,is-a
84407002,128356004,is-a
8442000,70076002,is-a
84437006,36118008,is-a
84437006,111273006,is-a
84466009,33449004,is-a
8447006,73573004,is-a
84494001,23986001,is-a
84572006,122501008,is-a
84590007,37340000,is-a
84604002,43075005,is-a
84625002,127334004,is-a
84650004,61268003,is-a
84679006,78048006,is-a
84698008,259417002,is-a
84698008,259428003,is-a
84698008,16136003,is-a
84706005,27601005,is-a
84728005,118678004,is-a
84728005,284366008,is-a
84757009,128613002,is-a
84760002,68890003,is-a
84760002,35489007,is-a
8476009,33544007,is-a
84828003,54097007,is-a
84861005,32813003,is-a
84869007,106028002,is-a
84884003,57534004,is-a
84890004,23513009,is-a
84894008,108262000,is-a
84918006,127328006,is-a
84925004,78107005,is-a
8493009,4556007,is-a
8493009,128284006,is-a
8493009,128294001,is-a
84970007,53417006,is-a
84984002,17226007,is-a
85007004,230637008,is-a
85007004,307365001,is-a
85020001,16784003,is-a
85020001,236470002,is-a
8504008,64572001,is-a
85050009,312776002,is-a
85057007,235856003,is-a
85095002,119583009,is-a
85100000,231794000,is-a
85102008,223176004,is-a
85104009,239329001,is-a
85124008,68769000,is-a
8513005,90460009,is-a
8517006,8392000,is-a
85189001,127321000,is-a
85189001,74400008,is-a
85225000,7393007,is-a
85232009,84114007,is-a
85248005,13746004,is-a
85305001,297999005,is-a
8531006,15188001,is-a
85316008,32110003,is-a
85418005,106168000,is-a
85419002,1431002,is-a
85423005,42345000,is-a
85431000,85659009,is-a
85461008,58729003,is-a
85505000,5262007,is-a
85514005,61599003,is-a
85551004,27911000,is-a
85562004,307113009,is-a
85564003,57662003,is-a
85571008,60700002,is-a
85573006,48422000,is-a
85589009,234482009,is-a
85589009,41443008,is-a
85617008,366144002,is-a
85649008,53165003,is-a
85670002,7521001,is-a
85670002,238111008,is-a
85672005,84590007,is-a
85711000,106556001,is-a
85746008,52565000,is-a
85756007,91723000,is-a
85777005,363169009,is-a
85785001,231746004,is-a
85785001,108152001,is-a
85804007,107666005,is-a
85898001,57809008,is-a
85915003,13617004,is-a
85942002,85919009,is-a
85942002,40845000,is-a
85975005,61438005,is-a
85995004,1899006,is-a
86044005,37340000,is-a
86049000,367651003,is-a
86052008,122859005,is-a
86075001,64779008,is-a
86088003,85921004,is-a
86094006,70076002,is-a
86094006,109263003,is-a
86094006,17097001,is-a
86095007,66091009,is-a
86095007,75934005,is-a
86110000,83507006,is-a
86113003,7163005,is-a
86133004,27601005,is-a
86157004,115966001,is-a
86157004,24417004,is-a
86166000,68225006,is-a
86175003,56265001,is-a
86185002,70337006,is-a
8619003,27034006,is-a
86196005,79604008,is-a
86196005,362973001,is-a
86198006,49083007,is-a
86203003,72860003,is-a
86234004,64715009,is-a
86234004,38481006,is-a
86236002,103800002,is-a
86247009,85919009,is-a
86249007,90708001,is-a
86251006,108369006,is-a
86268005,2391001,is-a
86277003,7894007,is-a
86285007,64557000,is-a
86285007,118948005,is-a
86299006,63934006,is-a
86318000,43650005,is-a
86341008,27550009,is-a
8635005,191480000,is-a
86380000,240255006,is-a
86406008,24907000,is-a
86423004,60600009,is-a
86448001,52565000,is-a
86466006,79619009,is-a
86466006,83898004,is-a
86466006,19036004,is-a
86514004,128241005,is-a
8654005,239001006,is-a
86642005,26495009,is-a
86661009,116023004,is-a
86749008,70751009,is-a
86761000,122444009,is-a
86762007,91689009,is-a
86782006,72010008,is-a
86791005,118743008,is-a
86800006,118792002,is-a
86854008,46670006,is-a
86925001,25064002,is-a
86981007,3135009,is-a
87038002,54539003,is-a
87038002,80113008,is-a
8704005,9682006,is-a
87046001,43719000,is-a
87065009,17790008,is-a
368148009,127949000,is-a
87118001,64572001,is-a
87119009,47147007,is-a
87150006,34853001,is-a
87172008,81325006,is-a
8722008,368009,is-a
87241003,36850000,is-a
87245007,119686008,is-a
8725005,274112000,is-a
87276001,364393001,is-a
87279008,23968004,is-a
87282003,17322007,is-a
87289007,235407009,is-a
87290003,118934005,is-a
87343002,57809008,is-a
87343002,23687008,is-a
87365002,122444009,is-a
87407009,14471008,is-a
87411003,68306006,is-a
87433001,13645005,is-a
87438005,60190000,is-a
8745002,41146007,is-a
87486003,106169008,is-a
87513003,75962003,is-a
87515005,42034009,is-a
87515005,118835007,is-a
87535006,271538007,is-a
87536007,23853001,is-a
87579009,115078004,is-a
87579009,243312005,is-a
87591000,68688001,is-a
87604009,53442002,is-a
87612001,256906008,is-a
87614000,40787005,is-a
87628006,40733004,is-a
87642003,112638000,is-a
8765009,37372002,is-a
368208006,40983000,is-a
87688009,68996008,is-a
8769003,10579003,is-a
87696004,38822007,is-a
87715008,78948009,is-a
87750000,235420007,is-a
87763006,79787007,is-a
87763006,74474003,is-a
87784001,85756007,is-a
87858002,64572001,is-a
87866006,52559000,is-a
87872006,54539003,is-a
87872006,201138007,is-a
87991007,66936004,is-a
87996002,82996008,is-a
8801005,73211009,is-a
88032003,70449006,is-a
88032003,230716006,is-a
88039007,313039003,is-a
88040009,277453009,is-a
88040009,250330007,is-a
88052002,118231006,is-a
88092000,75047002,is-a
88094004,108252007,is-a
88111009,366256008,is-a
88116004,263208005,is-a
88116004,81966000,is-a
88151007,5888003,is-a
88151007,9826008,is-a
88153005,76169001,is-a
88169003,13200003,is-a
88191005,104410005,is-a
88213004,123765007,is-a
88230002,928000,is-a
88232005,238714008,is-a
88266001,115199003,is-a
88273006,111566002,is-a
88273006,12456005,is-a
88274000,40740003,is-a
88348008,36971009,is-a
88348008,105972009,is-a
88355005,233545006,is-a
88356006,63309002,is-a
8838005,1415005,is-a
8838005,128482007,is-a
884001,272127001,is-a
884001,106234000,is-a
88433003,122445005,is-a
88442005,68523003,is-a
88518009,230298007,is-a
88518009,85995004,is-a
88518009,235903001,is-a
88518009,79886009,is-a
88518009,363080007,is-a
88522004,162046002,is-a
88529008,243312005,is-a
88548007,282448001,is-a
8855009,107673000,is-a
88569009,106666000,is-a
88578003,115651002,is-a
88580009,32110003,is-a
88594005,73787001,is-a
88616000,11381005,is-a
88626007,18557009,is-a
88655004,176498007,is-a
88667002,68793005,is-a
88702001,66583008,is-a
88705004,16890009,is-a
88733004,118781003,is-a
88734005,175898006,is-a
88734005,129235006,is-a
88734005,75506009,is-a
88744007,57662003,is-a
88797001,116224001,is-a
88810008,122444009,is-a
88817006,83208000,is-a
88822006,48167000,is-a
88825008,63339007,is-a
88835002,208122008,is-a
88835002,295723007,is-a
88848003,108311000,is-a
88850006,40055000,is-a
88854002,63565007,is-a
88885006,66523006,is-a
8889005,65801008,is-a
88923002,37340000,is-a
88924008,45917005,is-a
88937006,107733003,is-a
88960003,108261007,is-a
88961004,119704003,is-a
88961004,3786007,is-a
88968005,88169003,is-a
88968005,270909006,is-a
88969002,116224001,is-a
88971002,118702008,is-a
88975006,278853003,is-a
88981003,28783002,is-a
89077005,366655003,is-a
89091004,118654009,is-a
89108003,239469004,is-a
8912009,88157006,is-a
89138009,105980002,is-a
89138009,27942005,is-a
89158005,56381008,is-a
89164003,290073004,is-a
89166001,235856003,is-a
89166001,268213006,is-a
89182000,111521006,is-a
89187006,91830000,is-a
89187006,321667001,is-a
89242004,70272006,is-a
89242004,31992008,is-a
89243009,60475009,is-a
89251007,307132003,is-a
893000,121276004,is-a
89305009,86088003,is-a
89309003,41175001,is-a
89344001,257836008,is-a
89354002,243494006,is-a
89369001,57148006,is-a
89449005,17602002,is-a
89451009,61104008,is-a
89457008,33638001,is-a
89461002,85898001,is-a
89488007,232339008,is-a
